29.7439,62.5983
29.7440,62.6146
29.7456,62.6144
29.7394,62.6004
29.7437,62.6018
29.7518,62.6038
29.7440,62.6022
29.7472,62.6027
29.7440,62.6021
29.7485,62.6070
29.7276,62.5962
29.7437,62.6019
29.7249,62.5978
29.7485,62.5968
29.7441,62.6017
29.7481,62.5981
29.7439,62.6021
29.7482,62.5975
29.7440,62.6019
29.7464,62.5991
29.7461,62.5994
29.7485,62.5987
23.8677,61.4736
23.8485,61.4544
29.7433,62.6142
29.7411,62.5908
29.7426,62.5919
29.7404,62.5904
29.7417,62.5910
29.7402,62.5902
29.7614,62.6189
29.7432,62.6181
29.7458,62.5969
29.7454,62.5988
29.7456,62.5958
29.7432,62.6023
29.7468,62.6008
29.7473,62.5950
29.7424,62.5984
29.7954,62.5810
29.7886,62.5963
29.7751,62.5994
29.7594,62.6019
29.7493,62.6023
29.7480,62.5991
29.7427,62.6149
29.7433,62.5979
29.7432,62.5978
29.7451,62.6009
29.7456,62.5999
29.7445,62.5981
29.7458,62.6000
29.7386,62.6051
29.7394,62.6044
29.7396,62.6045
29.7396,62.6044
29.7434,62.5985
29.7476,62.6005
29.7488,62.5979
29.7500,62.5970
29.7457,62.5989
29.7439,62.6149
29.7439,62.6151
29.7437,62.5982
29.7437,62.5981
29.7438,62.6153
29.7480,62.5980
29.7456,62.6000
29.7435,62.6150
29.7661,62.6203
29.7743,62.6306
29.7429,62.5989
29.7435,62.5986
29.7443,62.5980
29.7458,62.6037
29.7430,62.5986
29.7431,62.5985
29.7723,62.6118
29.7461,62.5999
29.7458,62.5987
29.7483,62.5983
29.7429,62.5980
29.7445,62.5984
29.7470,62.5963
29.7480,62.5948
29.7430,62.5985
29.8102,62.5769
29.8081,62.5779
29.7513,62.6009
29.7495,62.6023
29.7445,62.5983
29.8076,62.5780
29.7644,62.6014
29.7644,62.6021
29.7621,62.6021
29.7439,62.6153
29.7322,62.6124
29.7411,62.6145
29.7472,62.6142
29.7442,62.6152
29.7427,62.6150
29.7454,62.6153
29.7435,62.6151
29.7428,62.6152
29.7464,62.6155
29.7439,62.6150
29.8077,62.5778
29.7603,62.6016
29.7603,62.6017
29.7589,62.5984
29.7602,62.5988
29.7595,62.5972
29.7594,62.5987
29.7441,62.5979
29.7433,62.5983
29.7437,62.5983
29.7608,62.5912
29.7457,62.6010
29.7430,62.6150
29.7432,62.5977
29.7000,62.6029
29.7000,62.6200
29.7444,62.5979
29.7465,62.6086
29.7527,62.6016
29.7439,62.6151
29.7437,62.6152
29.7447,62.6149
29.7444,62.5981
29.7624,62.6028
29.7628,62.6029
29.7424,62.6155
29.7437,62.6149
29.7433,62.6150
29.7743,62.6305
29.7743,62.6303
29.7451,62.5980
29.7431,62.6004
29.7432,62.6006
29.7446,62.6026
29.7448,62.6028
29.7453,62.6038
29.7430,62.6002
29.7435,62.5985
29.7448,62.5981
29.7457,62.6037
29.7609,62.6008
29.7610,62.6010
29.7416,62.6134
29.7463,62.6015
29.7443,62.5981
29.7446,62.5986
29.7728,62.6256
29.7483,62.6025
29.7548,62.6080
29.7477,62.6014
29.7943,62.6122
29.7521,62.6061
29.7459,62.5994
29.7546,62.6086
29.7469,62.6003
29.8071,62.6644
29.7492,62.6022
29.7645,62.6161
29.7484,62.6003
29.7630,62.6169
29.7477,62.6011
29.7949,62.6474
29.7644,62.6140
29.7589,62.6101
29.7457,62.5968
29.7402,62.6000
29.8194,62.6158
29.8300,62.6100
29.8293,62.6166
29.294,62.4738
29.377,62.4754
29.1338,62.4900
29.1454,62.4926
29.4121,62.5481
29.5067,62.5687
29.6430,62.6057
29.7415,62.6147
29.7435,62.6150
29.7445,62.5981
29.6941,62.6194
29.7449,62.6033
29.7442,62.5980
29.7004,62.6227
29.8151,62.6189
29.7495,62.6023
29.7754,62.5940
29.7988,62.6047
29.7994,62.6046
29.7590,62.5950
29.7445,62.5981
29.7598,62.6108
29.7636,62.6097
29.7687,62.6145
29.7690,62.6154
29.7676,62.6189
29.7682,62.6193
29.7687,62.6194
29.7706,62.6190
29.7712,62.6187
29.7756,62.6169
29.7760,62.6075
29.7731,62.6076
29.7609,62.6031
29.7606,62.6025
29.7573,62.5992
29.7587,62.5993
29.7592,62.5988
29.7625,62.5997
29.7628,62.5996
29.7659,62.5990
29.7651,62.5995
29.7660,62.6011
29.7664,62.6011
29.7659,62.6010
29.7646,62.6011
29.7640,62.6015
29.7646,62.6021
29.7649,62.6024
29.7652,62.6031
29.7656,62.6032
29.7638,62.6040
29.7634,62.6036
